FIPS_CODE,fips,mean,_3_14_20,_6_14_20,_8_14_20,_11_2_20,newcases_all,newcases_p1,newcases_p2,newcases_p3,IncidenceRate,Population
31143,31143,5213,0,12,28,208,208,230.1937464,306.9249952,3452.906196,3990.0249377,5213
31145,31145,10724,0,5,18,288,288,46.624393883,121.2234241,2517.7172697,2685.5650877,10724
31147,31147,7865,0,1,27,135,135,12.714558169,330.5785124,1373.1722823,1716.4653528,7865
31149,31149,1357,0,0,3,59,59,0,221.07590273,4126.7501842,4347.826087,1357
31151,31151,14224,0,519,600,1008,1008,3648.7626547,569.46006749,2868.3914511,7086.6141732,14224
31153,31153,187196,0,898,2441,6426,6426,479.71110494,824.26974935,2128.7848031,3432.7656574,187196
31155,31155,21578,0,57,173,730,730,264.15793864,537.58457688,2581.332839,3383.0753545,21578
31157,31157,35618,0,172,311,1068,1068,482.90190353,390.25211971,2125.3298894,2998.4839126,35618
31159,31159,17284,0,32,130,443,443,185.14232816,566.99838,1810.9233974,2563.0641055,17284
31161,31161,5246,0,0,12,148,148,0,228.74571102,2592.4513915,2821.1971026,5246
31163,31163,3001,0,4,14,68,68,133.2889037,333.22225925,1799.4001999,2265.9113629,3001
31165,31165,1166,0,2,5,12,12,171.52658662,257.28987993,600.34305317,1029.1595197,1166
31167,31167,5920,0,21,32,89,89,354.72972973,185.81081081,962.83783784,1503.3783784,5920
31169,31169,5003,0,1,27,75,75,19.988007196,519.68818709,959.42434539,1499.1005397,5003
31171,31171,722,0,1,2,15,15,138.50415512,138.50415512,1800.5540166,2077.5623269,722
31173,31173,7224,0,66,211,358,358,913.62126246,2007.1982281,2034.8837209,4955.7032115,7224
31175,31175,4158,0,7,12,95,95,168.35016835,120.25012025,1996.1519962,2284.7522848,4158
31177,31177,20729,0,41,138,566,566,197.790535,467.94346085,2064.740219,2730.4742149,20729
31179,31179,9385,0,26,40,394,394,277.03782632,149.17421417,3771.9765583,4198.1885988,9385
31181,31181,3487,0,6,10,125,125,172.06767995,114.71178664,3297.9638658,3584.7433324,3487
31183,31183,783,0,0,1,4,4,0,127.71392082,383.14176245,510.85568327,783
31185,31185,13679,0,37,90,570,570,270.48760874,387.45522334,3509.0284378,4166.9712698,13679
32001,32001,24909,0,10,81,246,246,40.14613192,285.03753663,662.41117668,987.59484524,24909
32003,32003,2266715,16,8735,51457,83419,83403,384.65356253,1884.753928,1410.0581679,3679.4656585,2266715
32005,32005,48905,0,42,215,429,429,85.880789285,353.74706063,437.58306922,877.21091913,48905
32007,32007,52778,0,37,613,1550,1550,70.104967979,1091.3638258,1775.3609458,2936.8297397,52778
32009,32009,873,0,0,0,0,0,0,0,0,0,873
32011,32011,2029,0,0,4,13,13,0,197.14144899,443.56826023,640.70970922,2029
32013,32013,16831,0,78,104,186,186,463.43057454,154.47685818,487.19624502,1105.1036777,16831
32015,32015,5532,0,22,52,111,111,397.68618944,542.29934924,1066.5220535,2006.5075922,5532
32017,32017,5183,0,2,5,49,49,38.587690527,57.88153579,848.92919159,945.3984179,5183
32019,32019,57510,0,92,259,629,629,159.97217875,290.38428099,643.36637107,1093.7228308,57510
32021,32021,4505,0,4,11,18,18,88.790233074,155.38290788,155.38290788,399.55604883,4505
32023,32023,46523,0,73,421,730,730,156.91163511,748.01710982,664.18760613,1569.1163511,46523
32027,32027,6725,0,5,14,24,24,74.349442379,133.82899628,148.69888476,356.87732342,6725
32029,32029,4123,0,1,6,24,24,24.254183847,121.27091923,436.57530924,582.10041232,4123
32031,32031,471519,4,1977,6117,13752,13748,418.4348881,878.01339925,1619.2348559,2915.6831432,471519
32033,32033,9580,0,3,16,126,126,31.315240084,135.6993737,1148.2254697,1315.2400835,9580
32510,32510,55916,0,120,374,808,808,214.60762572,454.25280778,776.16424637,1445.0246799,55916
33001,33001,61303,0,74,120,253,253,120.71187381,75.037110745,216.95512455,412.7041091,61303
33003,33003,48910,0,49,95,162,162,100.18401145,94.050296463,136.98630137,331.22060928,48910
33005,33005,76085,0,60,106,209,209,78.859170664,60.458697509,135.37490964,274.69277781,76085
33007,33007,31563,0,6,17,98,98,19.009599848,34.850933055,256.62959795,310.49013085,31563
33009,33009,89886,3,76,106,264,261,81.213982155,33.375609105,175.77820795,290.36779921,89886
33011,33011,417025,0,2942,3919,5646,5646,705.47329297,234.27852047,414.12385349,1353.8756669,417025
33013,33013,151391,0,391,472,967,967,258.27162777,53.503841047,326.96791751,638.74338633,151391
33015,33015,309769,4,1412,1719,2790,2786,454.53224822,99.1061081,345.74150415,899.37986048,309769
33017,33017,130633,0,278,366,800,800,212.80993317,67.364295392,332.22845682,612.40268539,130633
33019,33019,43146,0,25,44,95,95,57.942798869,44.03652714,118.20330969,220.1826357,43146
34001,34001,263670,0,2505,3663,6182,6182,950.05120036,439.18534532,955.36086775,2344.5974134,263670
34003,34003,932202,25,18919,21406,26851,26826,2026.8139309,266.78767048,584.10087084,2877.7024722,932202
34005,34005,445349,3,4886,6208,9249,9246,1096.4434634,296.84584449,682.83525954,2076.1245675,445349
34007,34007,506471,2,7029,8839,12752,12750,1387.4437036,357.37485463,772.60099789,2517.4195561,506471
34009,34009,92039,0,710,1104,1822,1822,771.41211878,428.07940112,780.10408631,1979.5956062,92039
34011,34011,149527,0,2678,3432,4389,4389,1790.9808931,504.2567563,640.01819069,2935.2558401,149527
34013,34013,798975,7,18419,20060,26492,26485,2304.4525799,205.38815357,805.03144654,3314.87218,798975
34015,34015,291636,0,2422,3422,6221,6221,830.48731981,342.89319563,959.75805456,2133.13857,291636
34017,34017,672391,5,19253,20109,24777,24772,2862.6201124,127.30687948,694.23891753,3684.1659094,672391
34019,34019,124371,0,1041,1184,1770,1770,837.0118436,114.97857218,471.17093213,1423.1613479,124371
34021,34021,367430,1,7359,8187,9707,9706,2002.5583104,225.34904608,413.68423917,2641.5915957,367430
34023,34023,825062,10,16461,18198,23636,23626,1993.9107606,210.52963292,659.10198264,2863.5423762,825062
34025,34025,618795,8,8758,10614,15248,15240,1414.038575,299.9377823,748.87482931,2462.8511866,618795
34027,34027,491845,3,6588,7454,10224,10221,1338.836422,176.07172991,563.18555643,2078.0937084,491845
34029,34029,607186,1,9268,10900,17967,17966,1526.2209603,268.78090075,1163.8937657,2958.8956267,607186
34031,34031,501826,2,16671,17991,22088,22086,3321.6692638,263.03938018,816.41843986,4401.1270839,501826
34033,34033,62385,0,706,923,1269,1269,1131.6822954,347.84002565,554.62050172,2034.1428228,62385
34035,34035,328934,1,4785,5462,7238,7237,1454.3951066,205.81636438,539.92594259,2200.1374136,328934
34037,34037,140488,0,1191,1364,1880,1880,847.75923922,123.14219008,367.29115654,1338.1925858,140488
34039,34039,556341,1,16376,17124,22087,22086,2943.3387077,134.44991471,892.07877902,3969.8674015,556341
34041,34041,105267,0,1204,1371,1738,1738,1143.7582528,158.64420949,348.63727474,1651.039737,105267
35001,35001,679121,6,1693,5303,12102,12096,248.4093409,531.56948467,1001.147071,1781.1258966,679121
35003,35003,3527,0,2,6,10,10,56.705415367,113.41083073,113.41083073,283.52707684,3527
35005,35005,64615,0,59,518,2180,2180,91.310067322,710.3613712,2572.1581676,3373.8296061,64615
35006,35006,26675,0,184,377,676,676,689.78444236,723.52389878,1120.8997188,2534.20806,26675
35007,35007,11941,0,7,18,46,46,58.621555984,92.119587974,234.48622393,385.22736789,11941
35009,35009,48954,0,81,583,1703,1703,165.46145361,1025.4524656,2287.8620746,3478.7759938,48954
35011,35011,1748,0,0,0,3,3,0,0,171.62471396,171.62471396,1748
35013,35013,218195,0,658,2602,7029,7029,301.56511377,890.946172,2028.9190861,3221.4303719,218195
35015,35015,58460,0,47,352,1591,1591,80.396852549,521.7242559,2119.3978789,2721.5189873,58460
35017,35017,26998,0,16,72,209,209,59.263649159,207.42277206,507.44499593,774.13141714,26998
35019,35019,4300,0,20,32,47,47,465.11627907,279.06976744,348.8372093,1093.0232558,4300
35021,35021,625,0,1,1,1,1,160,0,0,160,625
35023,35023,4198,0,3,90,127,127,71.462601239,2072.4154359,881.37208194,3025.2501191,4198
35025,35025,71070,0,42,890,2233,2233,59.09666526,1193.1898129,1889.6862248,3141.972703,71070
35027,35027,19572,0,6,150,398,398,30.65603924,735.74494175,1267.1162886,2033.5172696,19572
35028,35028,19369,0,7,24,50,50,36.140224069,87.769115597,134.23511797,258.14445764,19369
35029,35029,23709,0,27,256,1179,1179,113.88080476,965.87793665,3893.0363997,4972.7951411,23709
35031,35031,71367,0,2912,4104,4799,4799,4080.3172335,1670.2397467,973.83944961,6724.3964297,71367
35033,35033,4521,0,0,6,15,15,0,132.71400133,199.07100199,331.78500332,4521
35035,35035,67490,0,29,204,578,578,42.969328789,259.29767373,554.15617128,856.4231738,67490
35037,35037,8253,0,4,44,113,113,48.46722404,484.6722404,836.05961469,1369.1990791,8253
35039,35039,38921,0,60,323,549,549,154.15842347,675.72775622,580.66339508,1410.5495748,38921
35041,35041,18500,0,53,170,513,513,286.48648649,632.43243243,1854.0540541,2772.972973,18500
35043,35043,146748,2,630,1152,2165,2163,427.9445035,355.71183253,690.299016,1473.955352,146748
35045,35045,123958,0,2098,3084,3891,3891,1692.508753,795.4307104,651.02696074,3138.9664241,123958
35047,35047,27277,0,16,51,200,200,58.657476995,128.31323093,546.24775452,733.21846244,27277
35049,35049,150358,3,170,681,1961,1958,111.06825044,339.85554477,851.30156028,1302.2253555,150358
35051,35051,10791,0,4,32,137,137,37.067926976,259.47548883,973.03308312,1269.5764989,10791
35053,35053,16637,2,55,75,278,276,318.56704935,120.21398089,1220.171906,1658.9529362,16637
35055,35055,32723,0,32,114,272,272,97.790544877,250.58827125,482.84081533,831.21963145,32723
35057,35057,15461,0,34,62,119,119,219.90815601,181.10083436,368.66955566,769.67854602,15461
35059,35059,4059,0,5,30,45,45,123.18305001,615.91525006,369.54915004,1108.6474501,4059
35061,35061,76688,0,89,449,1096,1096,116.05466305,469.43459211,843.67828083,1429.167536,76688
36001,36001,305506,7,2020,2639,3771,3764,658.90686271,202.6146786,370.53282096,1232.0543623,305506
36003,36003,46091,0,54,80,364,364,117.15953223,56.410145148,616.17235469,789.74203207,46091
36005,36005,1418207,20,48039,52100,57991,57971,3385.8950069,286.3474796,415.38364992,4087.6261364,1418207
36007,36007,190488,1,651,1165,3759,3758,341.22884381,269.83327034,1361.7655705,1972.8276847,190488
36009,36009,76117,0,104,169,550,550,136.63176426,85.394852661,500.54521329,722.57183021,76117
36011,36011,76576,0,106,163,456,456,138.42457167,74.435854576,382.62641036,595.48683661,76576
36013,36013,126903,0,107,260,1023,1023,84.316367619,120.56452566,601.24662144,806.12751472,126903
36015,36015,83456,0,138,187,1890,1890,165.35659509,58.71357362,2040.5962423,2264.666411,83456
36017,36017,47207,0,138,218,428,428,292.3295274,169.4663927,444.84928083,906.64520092,47207
36019,36019,80485,0,98,130,273,273,121.76181897,39.758961297,177.6728583,339.19363857,80485
36021,36021,59461,0,436,551,739,739,733.25372934,193.40407999,316.17362641,1242.8314357,59461
36023,36023,47581,0,42,97,592,592,88.270528152,115.59235829,1040.3312246,1244.1941111,47581
36025,36025,44135,1,88,107,193,192,197.12246516,43.049733771,194.8566897,435.02888864,44135
36027,36027,294218,4,4056,4655,5585,5581,1377.2100959,203.59053491,316.09214936,1896.8927802,294218
36029,36029,918702,3,6785,9064,13584,13581,738.21543874,248.06738202,491.99849353,1478.2813143,918702
36031,36031,36885,0,40,57,204,204,108.44516741,46.08919615,398.53599024,553.0703538,36885
36033,36033,50022,0,25,54,88,88,49.978009676,57.974491224,67.970093159,175.92259406,50022
36035,36035,53383,0,234,303,367,367,438.3417942,129.25463162,119.88835397,687.4847798,53383
36037,36037,57280,0,212,284,413,413,370.11173184,125.69832402,225.20949721,721.01955307,57280
36039,36039,47188,0,251,296,517,517,531.91489362,95.363227939,468.33940832,1095.6175299,47188
36041,36041,4416,0,6,8,19,19,135.86956522,45.289855072,249.0942029,430.25362319,4416
36043,36043,61319,1,128,278,407,406,207.11361894,244.62238458,210.37525074,662.11125426,61319
36045,36045,109834,0,81,143,231,231,73.747655553,56.448822769,80.120909737,210.31738806,109834
36047,36047,2559903,41,58962,64520,78017,77976,2301.6887749,217.11760172,527.2465402,3046.0529168,2559903
36049,36049,26296,0,20,47,153,153,76.057195011,102.67721326,403.10313356,581.83754183,26296
36051,36051,62914,0,123,178,356,356,195.50497505,87.420923801,282.92589885,565.85179769,62914
36053,36053,70941,0,334,419,597,597,470.81377483,119.81787683,250.9127303,841.54438195,70941
36055,36055,741770,2,3370,5122,7817,7815,454.04909878,236.19181148,363.32016663,1053.5610769,741770
36057,36057,49221,0,104,181,276,276,211.29192824,156.43729303,193.00704984,560.7362711,49221
36059,36059,1356924,68,41204,43840,50407,50339,3031.5625636,194.2629064,483.96225581,3709.7877258,1356924
36061,36061,1628706,84,26456,30081,35778,35694,1619.1995363,222.56932804,349.78688603,2191.5557504,1628706
36063,36063,209281,0,1166,1524,2155,2155,557.14565584,171.06187375,301.50849814,1029.7160277,209281
36065,36065,228671,0,1273,2189,2867,2867,556.69498975,400.5754993,296.495839,1253.766328,228671
36067,36067,460528,0,2519,3646,5795,5795,546.98085676,244.71910503,466.63829344,1258.3382552,460528
36069,36069,109777,0,233,366,721,721,212.24846735,121.15470454,323.38285798,656.78602986,109777
36071,36071,384940,6,10571,11217,13933,13927,2744.5835715,167.8183613,705.56450356,3617.9664363,384940
36073,36073,40352,0,267,299,415,415,661.67724029,79.302141158,287.4702617,1028.4496431,40352
36075,36075,117124,0,122,264,661,661,104.16310918,121.23902872,338.95700283,564.35914074,117124
36077,36077,59493,0,80,118,422,422,134.46960147,63.873060696,510.98448557,709.32714773,59493
36079,36079,98320,0,1288,1457,1869,1869,1310.0081367,171.88771359,419.03986981,1900.9357201,98320
36081,36081,2253858,57,64915,70170,79521,79464,2877.6435783,233.15577113,414.88860434,3525.6879537,2253858
36083,36083,158714,0,513,785,1131,1131,323.22290409,171.37744622,218.00219262,712.60254294,158714
36085,36085,476143,11,13979,15106,17874,17863,2933.5724772,236.69359835,581.33795939,3751.6040349,476143
36087,36087,325789,10,13423,13981,18353,18343,4117.081915,171.27650105,1341.972872,5630.331288,325789
36089,36089,107740,0,215,263,428,428,199.55448301,44.551698534,153.14646371,397.25264526,107740
36091,36091,229863,3,515,782,1438,1435,222.74137203,116.15614518,285.38738292,624.28490014,229863
36093,36093,155299,1,725,1092,1631,1630,466.19746425,236.31832787,347.07242159,1049.5882137,155299
36095,36095,30999,0,54,69,116,116,174.19916772,48.388657699,151.61779412,374.20561954,30999
36097,36097,17807,0,12,22,155,155,67.389228955,56.157690796,746.89728758,870.44420733,17807
36099,36099,34016,0,63,93,152,152,185.20696143,88.193791157,173.44778928,446.84854186,34016
36101,36101,95379,0,255,303,1109,1109,267.35444909,50.325543359,845.0497489,1162.7297413,95379
36103,36103,1476601,33,40659,44045,49604,49571,2751.3187381,229.31042306,376.4727235,3357.1018847,1476601
36105,36105,75432,0,1430,1491,1825,1825,1895.747163,80.867536324,442.78290381,2419.3976031,75432
36107,36107,48203,1,139,195,717,716,286.28923511,116.17534178,1082.9201502,1485.3847271,48203
36109,36109,102180,1,173,236,659,658,168.33039734,61.655901351,413.97533764,643.96163633,102180
36111,36111,177573,5,1741,2086,2559,2554,977.62610307,194.28629352,266.36932417,1438.2817208,177573
36113,36113,63944,0,257,312,469,469,401.9141749,86.012761166,245.52733642,733.45427249,63944
36115,36115,61204,0,243,260,353,353,397.03287367,27.775962355,151.95085289,576.75968891,61204
36117,36117,89918,0,133,265,573,573,147.91254254,146.80041816,342.53430904,637.24726973,89918
36119,36119,967506,172,34290,36402,41061,40889,3526.3863997,218.29321989,481.54740126,4226.2270208,967506
36121,36121,39859,0,92,118,205,205,230.813618,65.229935523,218.26939963,514.31295316,39859
36123,36123,24913,0,40,58,137,137,160.55874443,72.251434994,317.10352025,549.91369967,24913
37001,37001,169509,0,805,2650,5437,5437,474.9010377,1088.4377821,1644.1604871,3207.4993068,169509
37003,37003,37497,0,49,346,980,980,130.67712084,792.06336507,1690.8019308,2613.5424167,37497
37005,37005,11137,0,30,182,319,319,269.3723624,1364.8199695,1230.1337883,2864.3261201,11137
37007,37007,24446,0,89,370,739,739,364.06774114,1149.4723063,1509.4493987,3022.9894461,24446
37009,37009,27203,0,43,169,496,496,158.07080101,463.18420762,1202.0733007,1823.3283094,27203
37011,37011,17557,0,7,126,648,648,39.870137267,677.79233354,2973.1730934,3690.8355642,17557
37013,37013,46994,0,51,451,1442,1442,108.52449249,851.17249011,2108.7798442,3068.4768268,46994
37015,37015,18947,0,135,322,737,737,712.51385444,986.9636354,2190.3203673,3889.7978572,18947
37017,37017,32722,0,200,652,1104,1104,611.20958377,1381.3336593,1381.3336593,3373.8769024,32722
37019,37019,142820,1,249,1323,2257,2256,173.64514774,751.99551883,653.97003221,1579.6106988,142820
37021,37021,261191,0,456,2214,4321,4321,174.58488233,673.07066476,806.6893576,1654.3449047,261191
37023,37023,90485,0,745,1758,2810,2810,823.34088523,1119.5225728,1162.6236393,3105.4870973,90485
37025,37025,216453,1,739,2860,5098,5097,340.95161536,979.88939862,1033.9427035,2354.7837175,216453
37027,37027,82178,0,253,1300,2703,2703,307.86828592,1274.063618,1707.2695855,3289.2014894,82178
37029,37029,10867,0,6,83,144,144,55.213030275,708.56722186,561.33247446,1325.1127266,10867
37031,37031,69473,0,48,394,1208,1208,69.091589538,498.03520792,1171.6782059,1738.8050034,69473
37033,37033,22604,0,104,205,648,648,460.09555831,446.82357105,1959.8301186,2866.7492479,22604
37035,37035,159551,0,439,2320,4739,4739,275.14713164,1178.9333818,1516.1296388,2970.2101522,159551
37037,37037,74470,1,806,1349,1982,1981,1080.9722036,729.15267893,850.00671411,2660.1315966,74470
37039,37039,28612,0,30,314,785,785,104.85111142,992.59052146,1646.1624493,2743.6040822,28612
37041,37041,13943,0,19,165,538,538,136.2690956,1047.1204188,2675.1775084,3858.5670229,13943
37043,37043,11231,0,10,81,244,244,89.039266316,632.17879085,1451.340041,2172.5580981,11231
37045,37045,97947,0,170,1325,3365,3365,173.5632536,1179.2091641,2082.7590432,3435.5314609,97947
37047,37047,55508,0,427,979,1790,1790,769.25848526,994.45125027,1461.0506594,3224.7603949,55508
37049,37049,102139,1,274,844,2441,2440,267.28282047,558.06303175,1563.5555469,2388.9013991,102139
37051,37051,335509,0,910,3610,7348,7348,271.22968385,804.74741363,1114.128086,2190.1051835,335509
37053,37053,27763,0,16,86,227,227,57.630659511,252.13413536,507.87018694,817.63498181,27763
37055,37055,37009,0,24,215,385,385,64.849090762,516.09068065,459.34772623,1040.2874976,37009
37057,37057,167609,0,655,1884,3884,3884,390.79047068,733.25418086,1193.2533456,2317.2979971,167609
37059,37059,42846,0,143,441,799,799,333.75344256,695.51416702,835.55057648,1864.8181861,42846
37061,37061,58741,0,1260,2124,2862,2862,2145.0094483,1470.8636217,1256.3626768,4872.2357468,58741
37063,37063,321488,1,2761,6406,9309,9308,858.50793809,1133.7903748,902.988603,2895.2869158,321488
37065,37065,51472,0,256,745,2068,2068,497.35778676,950.03108486,2570.3294995,4017.7183712,51472
37067,37067,382295,2,2257,5554,9289,9287,589.85861704,862.42299795,976.99420605,2429.275821,382295
37069,37069,69685,0,234,929,1509,1509,335.79679989,997.34519624,832.31685442,2165.4588505,69685
37071,37071,224529,0,558,3563,7910,7910,248.52023569,1338.3571833,1936.0528039,3522.9302228,224529
37073,37073,11562,0,23,57,169,169,198.92752119,294.06677045,968.69053797,1461.6848296,11562
37075,37075,8441,0,6,46,252,252,71.0816254,473.87750267,2440.4691387,2985.4282668,8441
37077,37077,60443,0,688,1349,2080,2080,1138.2624952,1093.5923101,1209.4039012,3441.2587065,60443
37079,37079,21069,0,120,342,975,975,569.5571693,1053.6807632,3004.4140681,4627.6520006,21069
37081,37081,537174,0,2087,5958,12027,12027,388.51470846,720.62311281,1129.8015168,2238.9393381,537174
37083,37083,50010,0,246,786,1488,1488,491.90161968,1079.7840432,1403.7192561,2975.404919,50010
37085,37085,135976,3,408,1419,3072,3069,297.84667883,743.51356122,1215.6557039,2257.015944,135976
37087,37087,62317,0,65,468,754,754,104.30540623,646.69351862,458.94378741,1209.9427123,62317
37089,37089,117417,0,457,1594,2578,2578,389.21110231,968.3435959,838.03878484,2195.5934831,117417
37091,37091,23677,0,152,400,865,865,641.97322296,1047.4299954,1963.9312413,3653.3344596,23677
37093,37093,55234,0,303,795,1604,1604,548.57515299,890.75569396,1464.6775537,2904.0084006,55234
37095,37095,4937,0,3,54,175,175,60.765647154,1033.0160016,2450.8811019,3544.6627507,4937
37097,37097,181806,1,451,2142,3990,3989,247.51658361,930.11231753,1016.4681034,2194.0970045,181806
37099,37099,43938,0,59,468,1120,1120,134.28012199,930.85711685,1483.9091447,2549.0463835,43938
37101,37101,209339,2,902,3510,5878,5876,429.92466764,1245.826148,1131.17957,2806.9303856,209339
37103,37103,9419,0,26,118,204,204,276.03779594,976.74912411,913.04809428,2165.8350143,9419
37105,37105,61779,0,596,1331,2164,2164,964.72911507,1189.7246637,1348.3546189,3502.8083977,61779
37107,37107,55949,0,302,648,1550,1550,539.77729718,618.4203471,1612.1825234,2770.3801677,55949
37109,37109,86111,0,149,936,2568,2568,173.03248133,913.93666314,1895.2282519,2982.1973964,86111
37111,37111,45756,0,160,754,1385,1385,349.68091616,1298.1904013,1379.0541131,3026.9254305,45756
37113,37113,35858,0,223,476,775,775,621.89748452,705.56082325,833.84460929,2161.3029171,35858
37115,37115,21755,0,5,52,304,304,22.983222248,216.04228913,1158.3544013,1397.3799127,21755
37117,37117,22440,0,100,288,674,674,445.63279857,837.78966132,1720.1426025,3003.5650624,22440
37119,37119,1110356,4,7241,23222,34871,34867,651.77294489,1439.2681266,1049.122984,3140.1640555,1110356
37121,37121,14964,0,16,109,249,249,106.92328254,621.49157979,935.57872227,1663.9935846,14964
37123,37123,27173,0,226,694,1218,1218,831.70794539,1722.2978692,1928.3847937,4482.3906083,27173
37125,37125,100880,0,329,1097,2324,2324,326.13005551,761.30055511,1216.29659,2303.7272006,100880
37127,37127,94298,0,291,1342,3569,3569,308.59615262,1114.5517402,2361.6619653,3784.8098581,94298
37129,37129,234473,0,389,2788,5468,5468,165.90396336,1023.1455221,1142.988745,2332.0382304,234473
37131,37131,19483,0,167,330,586,586,857.15752194,836.62680285,1313.9660217,3007.7503465,19483
37133,37133,197938,1,161,1255,3551,3550,80.833392274,552.69831968,1159.9591791,1793.4908911,197938
37135,37135,148476,0,470,1458,3174,3174,316.54947601,665.42740914,1155.7423422,2137.7192273,148476
37137,37137,12726,0,15,85,330,330,117.86892975,550.0550055,1925.1925193,2593.1164545,12726
37139,37139,39824,0,133,473,907,907,333.96946565,853.75652873,1089.7950984,2277.5210928,39824
37141,37141,63060,0,148,701,1461,1461,234.69711386,876.94259435,1205.2013955,2316.8411037,63060
37143,37143,13463,0,28,95,261,261,207.97741959,497.66025403,1233.0089876,1938.6466612,13463
37145,37145,39490,0,81,245,716,716,205.11521904,415.2950114,1192.7070144,1813.1172449,39490
37147,37147,180742,0,487,2275,6332,6332,269.44484403,989.25540273,2244.6360005,3503.3362472,180742
37149,37149,20724,0,55,209,410,410,265.39278132,743.09978769,969.88998263,1978.3825516,20724
37151,37151,143667,0,931,2273,3983,3983,648.02633869,934.10456124,1190.2524588,2772.3833587,143667
37153,37153,44829,0,212,562,1477,1477,472.90816213,780.74460729,2041.0894733,3294.7422427,44829
37155,37155,130625,0,1099,3061,6207,6207,841.33971292,1502.0095694,2408.4210526,4751.7703349,130625
37157,37157,91010,0,139,590,2163,2163,152.73046918,495.54993957,1728.3814965,2376.6619053,91010
37159,37159,142088,0,918,2374,4296,4296,646.07848657,1024.7170767,1352.6828444,3023.4784077,142088
37161,37161,67029,0,224,844,1818,1818,334.18371153,924.97277298,1453.1023885,2712.258873,67029
37163,37163,63531,0,787,1676,2875,2875,1238.7653272,1399.3168689,1887.2676331,4525.3498292,63531
37165,37165,34823,0,112,421,1674,1674,321.62651121,887.34457112,3598.1965942,4807.1676765,34823
37167,37167,62806,0,163,1231,2482,2482,259.52934433,1700.474477,1991.8479126,3951.8517339,62806
37169,37169,45591,0,95,305,726,726,208.37445987,460.61722708,923.42786954,1592.4195565,45591
37171,37171,71783,0,336,1032,2009,2009,468.07739994,969.58889988,1361.0464873,2798.7127872,71783
37173,37173,14271,0,38,120,299,299,266.27426249,574.59182958,1254.2919207,2095.1580128,14271
37175,37175,34385,0,17,163,435,435,49.440162862,424.60375164,791.04260579,1265.0865203,34385
37177,37177,4016,0,5,104,132,132,124.50199203,2465.1394422,697.21115538,3286.8525896,4016
37179,37179,239859,0,738,3381,6100,6100,307.68076245,1101.8973647,1133.5826465,2543.1607736,239859
37181,37181,44535,0,414,809,1245,1245,929.60592792,886.94285394,979.00527675,2795.5540586,44535
37183,37183,1111761,13,3068,12572,21961,21948,274.78927575,854.85999239,844.51604257,1974.1653107,1111761
37185,37185,19731,0,132,270,495,495,668.99802341,699.40702448,1140.3375399,2508.7425878,19731
37187,37187,11580,0,34,147,271,271,293.60967185,975.82037997,1070.8117444,2340.2417962,11580
37189,37189,56177,1,37,368,1441,1440,64.083165708,589.20910693,1910.0343557,2563.3266283,56177
37191,37191,123131,0,1526,2541,4773,4773,1239.3304692,824.32531207,1812.7035434,3876.3593246,123131
37193,37193,68412,0,546,911,1887,1887,798.10559551,533.53212887,1426.6502953,2758.2880196,68412
37195,37195,81801,0,524,1577,3178,3178,640.57896603,1287.2703268,1957.1887874,3885.0380802,81801
37197,37197,37667,0,239,561,1110,1110,634.50765922,854.85969151,1457.5092256,2946.8765763,37667
37199,37199,18069,0,26,78,344,344,143.89285517,287.78571033,1472.1345952,1903.8131607,18069
38001,38001,2216,0,0,3,98,98,0,135.37906137,4287.0036101,4422.3826715,2216
38003,38003,10415,0,9,43,422,422,86.413826212,326.45223236,3638.9822372,4051.8482957,10415
38005,38005,6832,0,3,164,556,556,43.911007026,2356.557377,5737.704918,8138.1733021,6832
38007,38007,928,0,0,3,35,35,0,323.27586207,3448.2758621,3771.5517241,928
38009,38009,6282,0,4,22,361,361,63.673989175,286.53295129,5396.3705826,5746.5775231,6282
38011,38011,3024,0,1,10,200,200,33.068783069,297.61904762,6283.0687831,6613.7566138,3024
38013,38013,2115,0,5,23,94,94,236.40661939,851.06382979,3356.9739953,4444.4444444,2115
38015,38015,95626,0,168,1344,7775,7775,175.68443729,1229.791061,6725.1584297,8130.633928,95626
38017,38017,181923,0,2061,3128,10326,10326,1132.8968849,586.5118759,3956.6190091,5676.02777,181923
38019,38019,3762,0,0,32,144,144,0,850.61137693,2977.1398192,3827.7511962,3762
38021,38021,4872,0,3,14,354,354,61.57635468,225.77996716,6978.6535304,7266.0098522,4872
38023,38023,2264,0,1,4,76,76,44.169611307,132.50883392,3180.2120141,3356.8904594,2264
38025,38025,4424,0,11,32,219,219,248.6437613,474.6835443,4226.9439421,4950.2712477,4424
38027,38027,2287,0,6,19,231,231,262.35242676,568.43025798,9269.7857455,10100.56843,2287
38029,38029,3241,0,4,22,294,294,123.41869793,555.3841407,8392.4714594,9071.2742981,3241
38031,38031,3210,0,1,25,206,206,31.152647975,747.6635514,5638.6292835,6417.4454829,3210
38033,38033,1761,0,0,12,125,125,0,681.43100511,6416.8086315,7098.2396366,1761
38035,38035,69451,0,345,778,5058,5058,496.75310651,623.46114527,6162.6182488,7282.8325006,69451
38037,38037,2274,0,2,4,86,86,87.950747581,87.950747581,3605.9806508,3781.882146,2274
38039,38039,2231,0,1,36,120,120,44.82294935,1568.8032273,3765.1277454,5378.753922,2231
38041,38041,2499,0,0,7,141,141,0,280.11204482,5362.1448579,5642.2569028,2499
